#
163.63,166.47,163.07,940600,164.77
163.28,164.62,162.53,1049000,163.62
163.29,165.27,162.02,1496500,162.89
165,165.99,163.8,1342800,163.92
164.26,167.01,164,1506500,165.28
164.44,164.93,162.34,1927900,163.69
166.42,167.92,164.65,2318500,164.93
169.21,169.63,165.62,2031800,165.78
170.9,172.54,169.63,1497300,169.83
169.33,173,169,3170500,171.46
168.63,169.28,167.01,2931900,168.48
168.49,171.1,168.34,2375800,170.82
168.92,169.74,166.33,1944500,167.75
165.54,169.56,164.37,1857100,169.33
165.01,165.74,163.55,1280500,165.17
161.72,165.39,161.56,1413600,164.32
162.95,163.88,160.79,1948900,161.67
167.52,167.82,161.8,2275200,163.08
169.99,171.55,166.49,2579700,166.95
166.01,171.24,166,2548600,169.18
165.13,168,164.06,2219500,167
165,165.6,163.62,924600,164.44
163.36,164.64,161.69,1421200,163.63
167.5,167.5,163.56,1595300,164.47
165,167.25,164.5,1291100,165.69
165.93,167,163.93,1506700,164.38
167.51,168.35,165.52,1471600,166.21
164.21,168.41,163.14,2009600,166.74
163.99,167.98,163.8,1784800,164.44
160.61,164.73,160.61,1866000,161.73
162.39,164.43,159.54,3004100,162.95
168.91,169.12,162,3963200,163.47
166.5,168.84,165.4,3060900,168.66
171.6,172,169.42,1295600,170.92
